participant,stim,condition,area,angle,radius,angle_psy,radius_psy,key_choice,correct,rt,block_n,trial_n,choice
10,15,switch/standard,31420.28985902792,25,140,12.129448921922751,51.77476957,f,0,4.740835699951276,1,1,smaller
10,8,switch/standard,13615.095328651263,17,85,-8.995342757,8.387433417892344,j,0,3.4012958999956027,1,2,larger
10,16,switch/standard,7634.070148223198,33,30,30.19684495481618,-38.42373928,j,0,6.77148880000459,1,3,larger
10,22,switch/standard,11823.383951785188,40,57,41.88083319458841,-14.98800492,f,1,2.333451699989382,1,4,smaller
10,6,switch/standard,4618.141200776996,17,30,-3.854444584,-37.8392214,f,1,2.971995399973821,1,5,smaller
10,21,switch/standard,8953.53906273091,40,30,45.13982813678688,-35.30081098,f,1,1.552144999965094,1,6,smaller
10,9,switch/standard,21501.12120769236,17,113,-5.541832691,31.07890857909637,j,1,1.3508384000160731,1,7,larger
10,20,switch/standard,31622.74805225926,33,140,26.14711175410772,43.96860584938808,j,1,2.1086997000384144,1,8,larger
10,2,switch/standard,6783.483937263761,10,57,-24.53495333,-12.0763604,f,1,0.5012602999922819,1,9,smaller
10,4,switch/standard,20906.68824440188,10,113,-23.83479794,30.479004461502832,j,1,0.6214354999829084,1,10,larger
10,18,switch/standard,15747.887674588335,33,85,26.821232143487904,6.976824754974014,f,0,0.7456875999923795,1,11,smaller
10,14,switch/standard,22180.47316573864,25,113,8.045214428,27.52140038259675,j,1,2.4246673999587074,1,12,larger
10,23,switch/standard,16680.984325935802,40,85,38.21996555398914,5.057706707981728,j,1,1.7634979999857023,1,13,larger
10,17,switch/standard,10647.407281730188,33,57,26.21866752665977,-14.79865055,j,0,0.6651499000145122,1,14,larger
10,11,switch/standard,6126.105674500097,25,30,13.264524555129096,-38.2203846,f,1,0.7395410999888554,1,15,smaller
10,12,switch/standard,9303.433944524471,25,57,9.177647168036223,-16.07892918,f,1,0.674505099945236,1,16,smaller
10,3,switch/standard,12681.998677303796,10,85,-26.47077232,11.92758930596587,j,0,0.6452487999922596,1,17,larger
10,24,switch/standard,23454.2580870754,40,113,37.71162000489743,24.31290640287821,j,1,1.9908919999725183,1,18,larger
10,10,switch/standard,31217.831665796573,17,140,-1.732665378,46.70107673091564,j,1,1.2039447000133805,1,19,larger
10,5,switch/standard,31040.68074671915,10,140,-16.71390068,50.111230393533226,j,1,0.6394841999863274,1,20,larger
10,18,switch/standard,15747.887674588335,33,85,26.821232143487904,6.976824754974014,j,1,0.5555847999639809,2,21,larger
10,23,switch/standard,16680.984325935802,40,85,38.21996555398914,5.057706707981728,j,1,0.7300109999487177,2,22,larger
10,24,switch/standard,23454.2580870754,40,113,37.71162000489743,24.31290640287821,j,1,0.5696672999765724,2,23,larger
10,20,switch/standard,31622.74805225926,33,140,26.14711175410772,43.96860584938808,j,1,0.4882536000222899,2,24,larger
10,22,switch/standard,11823.383951785188,40,57,41.88083319458841,-14.98800492,f,1,0.786718999966979,2,25,smaller
10,10,switch/standard,31217.831665796573,17,140,-1.732665378,46.70107673091564,j,1,0.6476552999811247,2,26,larger
10,9,switch/standard,21501.12120769236,17,113,-5.541832691,31.07890857909637,j,1,0.4423642000183463,2,27,larger
10,14,switch/standard,22180.47316573864,25,113,8.045214428,27.52140038259675,j,1,0.4305654999916442,2,28,larger
10,21,switch/standard,8953.53906273091,40,30,45.13982813678688,-35.30081098,f,1,0.5871916000032797,2,29,smaller
10,12,switch/standard,9303.433944524471,25,57,9.177647168036223,-16.07892918,f,1,1.2971621000324376,2,30,smaller
10,6,switch/standard,4618.141200776996,17,30,-3.854444584,-37.8392214,f,1,0.8829396999790333,2,31,smaller
10,17,switch/standard,10647.407281730188,33,57,26.21866752665977,-14.79865055,j,0,1.1318896999582648,2,32,larger
10,15,switch/standard,31420.28985902792,25,140,12.129448921922751,51.77476957,j,1,0.8902409999864176,2,33,larger
10,11,switch/standard,6126.105674500097,25,30,13.264524555129096,-38.2203846,f,1,0.5556579999974929,2,34,smaller
10,5,switch/standard,31040.68074671915,10,140,-16.71390068,50.111230393533226,j,1,0.5700380000052974,2,35,larger
10,4,switch/standard,20906.68824440188,10,113,-23.83479794,30.479004461502832,f,0,0.936574199993629,2,36,smaller
10,16,switch/standard,7634.070148223198,33,30,30.19684495481618,-38.42373928,f,1,0.9034250000258908,2,37,smaller
10,2,switch/standard,6783.483937263761,10,57,-24.53495333,-12.0763604,f,1,1.638901399972383,2,38,smaller
10,3,switch/standard,12681.998677303796,10,85,-26.47077232,11.92758930596587,j,0,0.5461417000042275,2,39,larger
10,8,switch/standard,13615.095328651263,17,85,-8.995342757,8.387433417892344,j,0,2.464464900025632,2,40,larger
11,24,standard/switch,23454.2580870754,40,113,37.71162000489743,24.31290640287821,j,1,0.8876877999864519,1,1,larger
11,20,standard/switch,31622.74805225926,33,140,26.14711175410772,43.96860584938808,j,1,0.4247259999974631,1,2,larger
11,6,standard/switch,4618.141200776996,17,30,-3.854444584,-37.8392214,f,1,0.9332989999675192,1,3,smaller
11,10,standard/switch,31217.831665796573,17,140,-1.732665378,46.70107673091564,j,1,1.1809757999726571,1,4,larger
11,2,standard/switch,6783.483937263761,10,57,-24.53495333,-12.0763604,f,1,1.0519459000206552,1,5,smaller
11,16,standard/switch,7634.070148223198,33,30,30.19684495481618,-38.42373928,f,1,0.9019101999583654,1,6,smaller
11,14,standard/switch,22180.47316573864,25,113,8.045214428,27.52140038259675,j,1,0.6377752000116743,1,7,larger
11,21,standard/switch,8953.53906273091,40,30,45.13982813678688,-35.30081098,f,1,1.3615464000031352,1,8,smaller
11,4,standard/switch,20906.68824440188,10,113,-23.83479794,30.479004461502832,j,1,0.4166249000118114,1,9,larger
11,18,standard/switch,15747.887674588335,33,85,26.821232143487904,6.976824754974014,j,1,0.6053203000337817,1,10,larger
11,17,standard/switch,10647.407281730188,33,57,26.21866752665977,-14.79865055,f,1,0.633487300015986,1,11,smaller
11,15,standard/switch,31420.28985902792,25,140,12.129448921922751,51.77476957,f,0,0.7016081000328995,1,12,smaller
11,8,standard/switch,13615.095328651263,17,85,-8.995342757,8.387433417892344,f,1,0.9652218999690376,1,13,smaller
11,3,standard/switch,12681.998677303796,10,85,-26.47077232,11.92758930596587,f,1,0.7313837999827228,1,14,smaller
11,11,standard/switch,6126.105674500097,25,30,13.264524555129096,-38.2203846,f,1,0.7972376000252552,1,15,smaller
11,12,standard/switch,9303.433944524471,25,57,9.177647168036223,-16.07892918,f,1,0.6260827999794856,1,16,smaller
11,23,standard/switch,16680.984325935802,40,85,38.21996555398914,5.057706707981728,f,0,2.02979169995524,1,17,smaller
11,9,standard/switch,21501.12120769236,17,113,-5.541832691,31.07890857909637,j,1,0.521552000020165,1,18,larger
11,5,standard/switch,31040.68074671915,10,140,-16.71390068,50.111230393533226,j,1,0.4327719999710098,1,19,larger
11,22,standard/switch,11823.383951785188,40,57,41.88083319458841,-14.98800492,f,1,0.5964896000223234,1,20,smaller
11,21,standard/switch,8953.53906273091,40,30,45.13982813678688,-35.30081098,f,1,0.6338868999737315,2,21,smaller
11,16,standard/switch,7634.070148223198,33,30,30.19684495481618,-38.42373928,f,1,0.6947213999810629,2,22,smaller
11,12,standard/switch,9303.433944524471,25,57,9.177647168036223,-16.07892918,f,1,0.463281599979382,2,23,smaller
11,20,standard/switch,31622.74805225926,33,140,26.14711175410772,43.96860584938808,j,1,0.5629485999816097,2,24,larger
11,3,standard/switch,12681.998677303796,10,85,-26.47077232,11.92758930596587,f,1,0.6738920999923721,2,25,smaller
11,11,standard/switch,6126.105674500097,25,30,13.264524555129096,-38.2203846,j,0,0.7238642000011168,2,26,larger
11,24,standard/switch,23454.2580870754,40,113,37.71162000489743,24.31290640287821,j,1,1.4105862000142224,2,27,larger
11,15,standard/switch,31420.28985902792,25,140,12.129448921922751,51.77476957,j,1,0.5830849000485614,2,28,larger
11,23,standard/switch,16680.984325935802,40,85,38.21996555398914,5.057706707981728,j,1,0.5890570000046864,2,29,larger
11,14,standard/switch,22180.47316573864,25,113,8.045214428,27.52140038259675,j,1,0.5231294999830425,2,30,larger
11,5,standard/switch,31040.68074671915,10,140,-16.71390068,50.111230393533226,j,1,0.4345170999877155,2,31,larger
11,2,standard/switch,6783.483937263761,10,57,-24.53495333,-12.0763604,f,1,0.6781021999777295,2,32,smaller
11,4,standard/switch,20906.68824440188,10,113,-23.83479794,30.479004461502832,f,0,0.7439578999765217,2,33,smaller
11,9,standard/switch,21501.12120769236,17,113,-5.541832691,31.07890857909637,j,1,0.607337000023108,2,34,larger
11,17,standard/switch,10647.407281730188,33,57,26.21866752665977,-14.79865055,f,1,1.3236229000031017,2,35,smaller
11,6,standard/switch,4618.141200776996,17,30,-3.854444584,-37.8392214,f,1,0.6753165000118315,2,36,smaller
11,10,standard/switch,31217.831665796573,17,140,-1.732665378,46.70107673091564,j,1,0.8372191999806091,2,37,larger
11,22,standard/switch,11823.383951785188,40,57,41.88083319458841,-14.98800492,f,1,1.0326111000031233,2,38,smaller
11,18,standard/switch,15747.887674588335,33,85,26.821232143487904,6.976824754974014,f,0,0.8770602999720722,2,39,smaller
11,8,standard/switch,13615.095328651263,17,85,-8.995342757,8.387433417892344,j,0,1.1184442000230774,2,40,larger
12,22,switch/standard,11823.383951785188,40,57,41.88083319458841,-14.98800492,j,0,2.4183635999797843,1,1,larger
12,17,switch/standard,10647.407281730188,33,57,26.21866752665977,-14.79865055,f,1,1.30932220001705,1,2,smaller
12,5,switch/standard,31040.68074671915,10,140,-16.71390068,50.111230393533226,j,1,0.5891198999597691,1,3,larger
12,16,switch/standard,7634.070148223198,33,30,30.19684495481618,-38.42373928,f,1,3.130858200020157,1,4,smaller
12,6,switch/standard,4618.141200776996,17,30,-3.854444584,-37.8392214,f,1,0.45682329998817295,1,5,smaller
12,12,switch/standard,9303.433944524471,25,57,9.177647168036223,-16.07892918,f,1,0.9637035000487232,1,6,smaller
12,23,switch/standard,16680.984325935802,40,85,38.21996555398914,5.057706707981728,j,1,0.7630761999753304,1,7,larger
12,11,switch/standard,6126.105674500097,25,30,13.264524555129096,-38.2203846,f,1,0.9125316999852656,1,8,smaller
12,20,switch/standard,31622.74805225926,33,140,26.14711175410772,43.96860584938808,j,1,1.2730159999919124,1,9,larger
12,21,switch/standard,8953.53906273091,40,30,45.13982813678688,-35.30081098,f,1,0.6348672000458464,1,10,smaller
12,3,switch/standard,12681.998677303796,10,85,-26.47077232,11.92758930596587,j,0,0.4703822000301443,1,11,larger
12,24,switch/standard,23454.2580870754,40,113,37.71162000489743,24.31290640287821,j,1,1.1445282000349837,1,12,larger
12,8,switch/standard,13615.095328651263,17,85,-8.995342757,8.387433417892344,j,0,0.870868599973619,1,13,larger
12,2,switch/standard,6783.483937263761,10,57,-24.53495333,-12.0763604,f,1,1.57643850002205,1,14,smaller
12,4,switch/standard,20906.68824440188,10,113,-23.83479794,30.479004461502832,j,1,0.869649300002493,1,15,larger
12,18,switch/standard,15747.887674588335,33,85,26.821232143487904,6.976824754974014,j,1,0.7278577000251971,1,16,larger
12,14,switch/standard,22180.47316573864,25,113,8.045214428,27.52140038259675,j,1,0.7837579000042751,1,17,larger
12,9,switch/standard,21501.12120769236,17,113,-5.541832691,31.07890857909637,j,1,0.43041899998206645,1,18,larger
12,10,switch/standard,31217.831665796573,17,140,-1.732665378,46.70107673091564,j,1,0.4821679000160657,1,19,larger
12,15,switch/standard,31420.28985902792,25,140,12.129448921922751,51.77476957,j,1,0.4438256999710575,1,20,larger
12,14,switch/standard,22180.47316573864,25,113,8.045214428,27.52140038259675,j,1,0.4404816000023857,2,21,larger
12,4,switch/standard,20906.68824440188,10,113,-23.83479794,30.479004461502832,j,1,0.3795226999791339,2,22,larger
12,9,switch/standard,21501.12120769236,17,113,-5.541832691,31.07890857909637,j,1,0.5136286999913864,2,23,larger
12,17,switch/standard,10647.407281730188,33,57,26.21866752665977,-14.79865055,f,1,0.9065278000198304,2,24,smaller
12,2,switch/standard,6783.483937263761,10,57,-24.53495333,-12.0763604,f,1,1.1552537000388838,2,25,smaller
12,18,switch/standard,15747.887674588335,33,85,26.821232143487904,6.976824754974014,f,0,0.6253068999503739,2,26,smaller
12,23,switch/standard,16680.984325935802,40,85,38.21996555398914,5.057706707981728,f,0,1.9172845999710264,2,27,smaller
12,3,switch/standard,12681.998677303796,10,85,-26.47077232,11.92758930596587,j,0,0.9959625000483356,2,28,larger
12,11,switch/standard,6126.105674500097,25,30,13.264524555129096,-38.2203846,j,0,0.9282059000106528,2,29,larger
12,12,switch/standard,9303.433944524471,25,57,9.177647168036223,-16.07892918,f,1,1.143776800017804,2,30,smaller
12,15,switch/standard,31420.28985902792,25,140,12.129448921922751,51.77476957,j,1,0.7662117999861948,2,31,larger
12,24,switch/standard,23454.2580870754,40,113,37.71162000489743,24.31290640287821,j,1,0.7972237000358291,2,32,larger
12,22,switch/standard,11823.383951785188,40,57,41.88083319458841,-14.98800492,f,1,0.9699046000023372,2,33,smaller
12,5,switch/standard,31040.68074671915,10,140,-16.71390068,50.111230393533226,f,0,0.7215234000468627,2,34,smaller
12,16,switch/standard,7634.070148223198,33,30,30.19684495481618,-38.42373928,f,1,1.375843299960252,2,35,smaller
12,20,switch/standard,31622.74805225926,33,140,26.14711175410772,43.96860584938808,j,1,0.6138513999758288,2,36,larger
12,21,switch/standard,8953.53906273091,40,30,45.13982813678688,-35.30081098,f,1,0.7778770999866538,2,37,smaller
12,10,switch/standard,31217.831665796573,17,140,-1.732665378,46.70107673091564,j,1,0.6001461999840103,2,38,larger
12,8,switch/standard,13615.095328651263,17,85,-8.995342757,8.387433417892344,f,1,2.094130299985409,2,39,smaller
12,6,switch/standard,4618.141200776996,17,30,-3.854444584,-37.8392214,j,0,0.4460788000142202,2,40,larger
13,20,standard/switch,31622.74805225926,33,140,26.14711175410772,43.96860584938808,j,1,2.155873700015946,1,1,larger
13,2,standard/switch,6783.483937263761,10,57,-24.53495333,-12.0763604,f,1,0.937661100004334,1,2,smaller
13,4,standard/switch,20906.68824440188,10,113,-23.83479794,30.479004461502832,j,1,0.9368019000103232,1,3,larger
13,17,standard/switch,10647.407281730188,33,57,26.21866752665977,-14.79865055,j,0,2.7358970000059344,1,4,larger
13,16,standard/switch,7634.070148223198,33,30,30.19684495481618,-38.42373928,f,1,1.4698805999942124,1,5,smaller
13,8,standard/switch,13615.095328651263,17,85,-8.995342757,8.387433417892344,f,1,2.5509437000146136,1,6,smaller
13,14,standard/switch,22180.47316573864,25,113,8.045214428,27.52140038259675,j,1,1.004025999980513,1,7,larger
13,10,standard/switch,31217.831665796573,17,140,-1.732665378,46.70107673091564,j,1,0.9448285000107716,1,8,larger
13,6,standard/switch,4618.141200776996,17,30,-3.854444584,-37.8392214,f,1,0.7196969999931753,1,9,smaller
13,12,standard/switch,9303.433944524471,25,57,9.177647168036223,-16.07892918,f,1,1.1757142000133172,1,10,smaller
13,18,standard/switch,15747.887674588335,33,85,26.821232143487904,6.976824754974014,j,1,1.310846300009871,1,11,larger
13,23,standard/switch,16680.984325935802,40,85,38.21996555398914,5.057706707981728,j,1,0.8702698999841232,1,12,larger
13,5,standard/switch,31040.68074671915,10,140,-16.71390068,50.111230393533226,j,1,0.6724807000136934,1,13,larger
13,3,standard/switch,12681.998677303796,10,85,-26.47077232,11.92758930596587,f,1,2.3220477999711875,1,14,smaller
13,15,standard/switch,31420.28985902792,25,140,12.129448921922751,51.77476957,j,1,0.8174139999900945,1,15,larger
13,9,standard/switch,21501.12120769236,17,113,-5.541832691,31.07890857909637,j,1,0.8048817999952007,1,16,larger
13,22,standard/switch,11823.383951785188,40,57,41.88083319458841,-14.98800492,j,0,2.465698699990753,1,17,larger
13,11,standard/switch,6126.105674500097,25,30,13.264524555129096,-38.2203846,f,1,1.2990453999955207,1,18,smaller
13,24,standard/switch,23454.2580870754,40,113,37.71162000489743,24.31290640287821,j,1,1.1237253999861423,1,19,larger
13,21,standard/switch,8953.53906273091,40,30,45.13982813678688,-35.30081098,j,0,2.2909007999987807,1,20,larger
13,17,standard/switch,10647.407281730188,33,57,26.21866752665977,-14.79865055,f,1,2.3141904000076465,2,21,smaller
13,11,standard/switch,6126.105674500097,25,30,13.264524555129096,-38.2203846,f,1,1.1460262000036892,2,22,smaller
13,18,standard/switch,15747.887674588335,33,85,26.821232143487904,6.976824754974014,f,0,1.5056555999908596,2,23,smaller
13,21,standard/switch,8953.53906273091,40,30,45.13982813678688,-35.30081098,f,1,1.6970109999820124,2,24,smaller
13,16,standard/switch,7634.070148223198,33,30,30.19684495481618,-38.42373928,f,1,0.953905800008215,2,25,smaller
13,22,standard/switch,11823.383951785188,40,57,41.88083319458841,-14.98800492,f,1,1.1275636999926064,2,26,smaller
13,9,standard/switch,21501.12120769236,17,113,-5.541832691,31.07890857909637,j,1,0.799721799994586,2,27,larger
13,14,standard/switch,22180.47316573864,25,113,8.045214428,27.52140038259675,j,1,0.8364158000040334,2,28,larger
13,4,standard/switch,20906.68824440188,10,113,-23.83479794,30.479004461502832,j,1,0.8959441000188235,2,29,larger
13,10,standard/switch,31217.831665796573,17,140,-1.732665378,46.70107673091564,j,1,0.6974437000171747,2,30,larger
13,24,standard/switch,23454.2580870754,40,113,37.71162000489743,24.31290640287821,j,1,1.0186629999952856,2,31,larger
13,6,standard/switch,4618.141200776996,17,30,-3.854444584,-37.8392214,f,1,0.9258006999734788,2,32,smaller
13,3,standard/switch,12681.998677303796,10,85,-26.47077232,11.92758930596587,j,0,1.366502999997465,2,33,larger
13,8,standard/switch,13615.095328651263,17,85,-8.995342757,8.387433417892344,f,1,1.6916039999923669,2,34,smaller
13,15,standard/switch,31420.28985902792,25,140,12.129448921922751,51.77476957,j,1,0.7799737000023015,2,35,larger
13,12,standard/switch,9303.433944524471,25,57,9.177647168036223,-16.07892918,f,1,1.690643000009004,2,36,smaller
13,23,standard/switch,16680.984325935802,40,85,38.21996555398914,5.057706707981728,j,1,1.6517179000074975,2,37,larger
13,2,standard/switch,6783.483937263761,10,57,-24.53495333,-12.0763604,f,1,1.653739899978973,2,38,smaller
13,5,standard/switch,31040.68074671915,10,140,-16.71390068,50.111230393533226,j,1,0.9832422000181396,2,39,larger
13,20,standard/switch,31622.74805225926,33,140,26.14711175410772,43.96860584938808,j,1,1.2211958999978378,2,40,larger
14,23,switch/standard,16680.984325935802,40,85,38.21996555398914,5.057706707981728,j,1,3.5535480999969877,1,1,larger
14,15,switch/standard,31420.28985902792,25,140,12.129448921922751,51.77476957,j,1,0.8215286000049673,1,2,larger
14,2,switch/standard,6783.483937263761,10,57,-24.53495333,-12.0763604,f,1,1.066160399990622,1,3,smaller
14,6,switch/standard,4618.141200776996,17,30,-3.854444584,-37.8392214,j,0,1.340006100013852,1,4,larger
14,21,switch/standard,8953.53906273091,40,30,45.13982813678688,-35.30081098,f,1,0.9705935000092722,1,5,smaller
14,11,switch/standard,6126.105674500097,25,30,13.264524555129096,-38.2203846,f,1,0.9525798999820836,1,6,smaller
14,17,switch/standard,10647.407281730188,33,57,26.21866752665977,-14.79865055,j,0,2.086435800010804,1,7,larger
14,22,switch/standard,11823.383951785188,40,57,41.88083319458841,-14.98800492,j,0,1.3588579000206664,1,8,larger
14,4,switch/standard,20906.68824440188,10,113,-23.83479794,30.479004461502832,j,1,1.179726300004404,1,9,larger
14,9,switch/standard,21501.12120769236,17,113,-5.541832691,31.07890857909637,j,1,0.9776832000352442,1,10,larger
14,16,switch/standard,7634.070148223198,33,30,30.19684495481618,-38.42373928,f,1,0.7185948000405915,1,11,smaller
14,24,switch/standard,23454.2580870754,40,113,37.71162000489743,24.31290640287821,j,1,0.7439050000393763,1,12,larger
14,12,switch/standard,9303.433944524471,25,57,9.177647168036223,-16.07892918,f,1,0.9256960999919102,1,13,smaller
14,8,switch/standard,13615.095328651263,17,85,-8.995342757,8.387433417892344,j,0,5.24676070001442,1,14,larger
14,18,switch/standard,15747.887674588335,33,85,26.821232143487904,6.976824754974014,f,0,1.478342100046575,1,15,smaller
14,3,switch/standard,12681.998677303796,10,85,-26.47077232,11.92758930596587,j,0,1.214312800031621,1,16,larger
14,10,switch/standard,31217.831665796573,17,140,-1.732665378,46.70107673091564,j,1,0.8658253999892622,1,17,larger
14,20,switch/standard,31622.74805225926,33,140,26.14711175410772,43.96860584938808,j,1,0.5406613999512047,1,18,larger
14,14,switch/standard,22180.47316573864,25,113,8.045214428,27.52140038259675,j,1,0.5315497000119649,1,19,larger
14,5,switch/standard,31040.68074671915,10,140,-16.71390068,50.111230393533226,j,1,0.5564841000013985,1,20,larger
14,17,switch/standard,10647.407281730188,33,57,26.21866752665977,-14.79865055,f,1,0.51486120000481606,2,21,smaller
14,23,switch/standard,16680.984325935802,40,85,38.21996555398914,5.057706707981728,f,0,3.092311999993399,2,22,smaller
14,4,switch/standard,20906.68824440188,10,113,-23.83479794,30.479004461502832,j,1,0.7471919999807142,2,23,larger
14,11,switch/standard,6126.105674500097,25,30,13.264524555129096,-38.2203846,f,1,0.6418045000173151,2,24,smaller
14,18,switch/standard,15747.887674588335,33,85,26.821232143487904,6.976824754974014,j,1,2.9978123999899253,2,25,larger
14,9,switch/standard,21501.12120769236,17,113,-5.541832691,31.07890857909637,j,1,0.6166276999865659,2,26,larger
14,10,switch/standard,31217.831665796573,17,140,-1.732665378,46.70107673091564,j,1,0.4299002000479959,2,27,larger
14,5,switch/standard,31040.68074671915,10,140,-16.71390068,50.111230393533226,j,1,0.36208689998602495,2,28,larger
14,3,switch/standard,12681.998677303796,10,85,-26.47077232,11.92758930596587,j,0,2.264215699979104,2,29,larger
14,21,switch/standard,8953.53906273091,40,30,45.13982813678688,-35.30081098,f,1,2.3899504999862984,2,30,smaller
14,16,switch/standard,7634.070148223198,33,30,30.19684495481618,-38.42373928,f,1,0.7260983000160195,2,31,smaller
14,2,switch/standard,6783.483937263761,10,57,-24.53495333,-12.0763604,f,1,0.8699231000500731,2,32,smaller
14,14,switch/standard,22180.47316573864,25,113,8.045214428,27.52140038259675,j,1,0.6720669000060298,2,33,larger
14,6,switch/standard,4618.141200776996,17,30,-3.854444584,-37.8392214,f,1,0.5208640999626368,2,34,smaller
14,22,switch/standard,11823.383951785188,40,57,41.88083319458841,-14.98800492,f,1,0.5302363999653608,2,35,smaller
14,8,switch/standard,13615.095328651263,17,85,-8.995342757,8.387433417892344,f,1,1.2338562999502756,2,36,smaller
14,20,switch/standard,31622.74805225926,33,140,26.14711175410772,43.96860584938808,j,1,0.5578917000093497,2,37,larger
14,15,switch/standard,31420.28985902792,25,140,12.129448921922751,51.77476957,j,1,0.6196039000060409,2,38,larger
14,12,switch/standard,9303.433944524471,25,57,9.177647168036223,-16.07892918,f,1,0.4644992999965325,2,39,smaller
14,24,switch/standard,23454.2580870754,40,113,37.71162000489743,24.31290640287821,j,1,1.346957400033716,2,40,larger
15,2,standard/switch,6783.483937263761,10,57,-24.53495333,-12.0763604,f,1,2.511451600003056,1,1,smaller
15,24,standard/switch,23454.2580870754,40,113,37.71162000489743,24.31290640287821,j,1,1.2228896000306122,1,2,larger
15,16,standard/switch,7634.070148223198,33,30,30.19684495481618,-38.42373928,j,0,3.1537441999535076,1,3,larger
15,22,standard/switch,11823.383951785188,40,57,41.88083319458841,-14.98800492,j,0,3.9418757999665104,1,4,larger
15,5,standard/switch,31040.68074671915,10,140,-16.71390068,50.111230393533226,j,1,1.4506078999838792,1,5,larger
15,17,standard/switch,10647.407281730188,33,57,26.21866752665977,-14.79865055,f,1,1.8692024999763817,1,6,smaller
15,15,standard/switch,31420.28985902792,25,140,12.129448921922751,51.77476957,j,1,2.6066598999896087,1,7,larger
15,20,standard/switch,31622.74805225926,33,140,26.14711175410772,43.96860584938808,j,1,1.6172581000137145,1,8,larger
15,23,standard/switch,16680.984325935802,40,85,38.21996555398914,5.057706707981728,j,1,3.845060000021476,1,9,larger
15,10,standard/switch,31217.831665796573,17,140,-1.732665378,46.70107673091564,j,1,0.8466261000139639,1,10,larger
15,18,standard/switch,15747.887674588335,33,85,26.821232143487904,6.976824754974014,j,1,0.881907700037118,1,11,larger
15,9,standard/switch,21501.12120769236,17,113,-5.541832691,31.07890857909637,j,1,0.9074139999574982,1,12,larger
15,8,standard/switch,13615.095328651263,17,85,-8.995342757,8.387433417892344,f,1,1.804651999962516,1,13,smaller
15,6,standard/switch,4618.141200776996,17,30,-3.854444584,-37.8392214,f,1,0.9927379000000656,1,14,smaller
15,4,standard/switch,20906.68824440188,10,113,-23.83479794,30.479004461502832,j,1,2.189355999988038,1,15,larger
15,3,standard/switch,12681.998677303796,10,85,-26.47077232,11.92758930596587,f,1,1.9654406000045128,1,16,smaller
15,11,standard/switch,6126.105674500097,25,30,13.264524555129096,-38.2203846,f,1,0.9987654000287876,1,17,smaller
15,21,standard/switch,8953.53906273091,40,30,45.13982813678688,-35.30081098,f,1,1.4363868999644185,1,18,smaller
15,14,standard/switch,22180.47316573864,25,113,8.045214428,27.52140038259675,j,1,3.078791400010232,1,19,larger
15,12,standard/switch,9303.433944524471,25,57,9.177647168036223,-16.07892918,f,1,1.3991462999838404,1,20,smaller
15,17,standard/switch,10647.407281730188,33,57,26.21866752665977,-14.79865055,f,1,7.025221700023394,2,21,smaller
15,18,standard/switch,15747.887674588335,33,85,26.821232143487904,6.976824754974014,f,0,0.6993963000131771,2,22,smaller
15,3,standard/switch,12681.998677303796,10,85,-26.47077232,11.92758930596587,f,1,2.7640854999772273,2,23,smaller
15,12,standard/switch,9303.433944524471,25,57,9.177647168036223,-16.07892918,f,1,2.4082423000363633,2,24,smaller
